Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Overstimulated
56,3.0633791310625966,2.0944413576026113,9,1,7,5,1.7524851938281474,0,1,4,5,4,0,8,1,4,3,3.163958521070493,1
32,7.12617792639288,9.432555391832567,1,2,5,5,2.2137339994552017,4,0,8,6,4,1,1,5,0,4,8.443817668253786,1
46,7.293041794211653,11.629017275230044,4,1,7,9,0.9484520753349857,0,0,9,4,1,1,6,5,6,1,9.624636685715293,1
46,7.4638177282715485,11.670819023333776,1,4,1,10,1.4517104790655244,0,0,2,2,3,1,9,9,4,2,1.4952079324052905,1
28,4.69415455986614,10.515782093129332,1,2,2,14,2.4421646169360276,0,1,9,5,0,0,8,6,5,4,3.1003446831730153,1
49,7.998369063646887,7.60871364273581,8,4,6,4,2.8616851916932213,4,0,4,4,4,0,2,5,5,3,2.706059114337791,1
19,3.639740404322435,8.709522669682679,2,1,9,6,0.6909440261695365,3,1,6,7,2,0,7,5,5,3,7.058831614673198,1
31,4.394892355267606,4.137263829484555,1,3,0,5,0.7591266174596887,0,0,7,6,1,0,5,8,0,1,4.85810559797808,1
37,9.142290326581374,7.938474621898827,8,4,6,11,2.8194545623016265,2,0,4,3,3,1,2,1,3,3,5.106354971628047,1
39,8.171062055085965,6.012145043838652,4,0,5,12,1.1877334522880507,1,0,8,9,3,1,1,5,4,1,2.4137117594230872,0
28,3.0962188780794166,6.302190737546257,3,3,7,5,2.1550449735622283,3,1,8,4,1,1,2,1,4,3,4.73261177376816,1
44,4.738633822588602,9.335542164126737,4,3,6,5,1.8367956861896286,3,1,1,5,3,0,6,7,5,4,3.7290545256104424,1
20,4.500845380952152,4.101101911569768,5,1,3,13,0.8567630393821689,4,1,8,3,4,1,8,7,3,2,6.500718232036107,1
34,4.8956442962588085,4.498435728639719,1,1,2,12,1.960686665874075,3,0,3,8,3,0,3,8,4,4,2.955144058630852,1
45,4.732918391959204,11.171059702415004,1,2,2,7,1.96669770287092,4,0,5,7,0,1,5,7,2,2,6.533302070134427,1
46,3.43768407019992,1.6184672433606946,3,2,3,8,1.7773295562272287,4,0,8,7,2,1,2,9,0,1,4.399706726730325,1
38,6.212583616177742,6.341977282546744,6,0,8,14,0.29898247454853866,2,0,6,8,4,1,8,8,1,3,4.1166510582555675,0
33,8.129134323503155,11.04080880448648,1,3,8,12,2.985515467122113,0,1,4,7,1,0,4,8,2,4,3.7500097074491228,1
54,7.247122073022055,7.713993085999727,2,0,1,9,1.2012493835124822,3,0,4,3,2,1,6,3,6,3,7.06450144623247,0
37,7.7101016801865585,7.010477816333453,7,0,4,13,1.9147529561909666,0,0,4,3,4,1,3,4,1,1,6.061765648896783,0
23,3.568044249753674,3.7471859715229074,1,1,0,12,2.6572850823378578,0,1,6,2,2,0,8,4,2,2,8.665495300019277,1
36,9.66043497123751,4.776030379708931,7,0,3,12,1.269865465259509,0,1,7,1,3,1,8,1,2,4,3.1744915981785096,0
22,8.869442836901174,10.372532573851622,4,0,1,10,2.321775170416646,4,1,5,5,1,1,3,6,6,2,1.3610762147012099,1
20,8.635632229469639,7.15139944945304,6,4,7,13,2.915473274038218,0,0,8,4,1,0,9,2,6,2,2.6382113365411906,0
18,8.760886635292373,6.6621641313245785,8,2,3,12,1.076804280759145,3,1,7,2,0,0,5,9,2,1,4.090207278959888,1
55,9.52897355692933,2.095376848940318,9,2,4,8,1.21580871069821,4,0,8,1,3,0,9,1,0,2,2.6168949127766674,1
32,6.809777762795884,1.1763097210063544,6,3,3,8,2.7167281769897063,3,1,4,3,0,0,7,1,1,1,1.7515960975572409,0
51,4.401974125073381,11.60053707555754,9,2,4,11,0.478928603445549,4,0,8,6,0,1,3,6,3,2,5.008046258526118,1
52,7.317485254967788,5.146847840155258,4,3,4,13,0.08578451507832696,1,0,6,2,3,1,6,1,3,2,7.092402973771954,0
42,8.200170455675572,7.635343683094548,6,4,4,7,2.7266670145473357,1,0,3,7,4,0,2,3,5,4,7.764136902585798,0
41,8.165421753478178,1.876865805060135,8,2,2,12,2.464774722352741,1,0,8,7,0,1,6,2,4,1,4.588545922467432,1
29,6.65014316916816,8.514257142953511,9,4,6,10,2.917749097653996,1,0,7,3,2,1,5,9,0,3,5.302401350923435,1
35,3.4792110353350463,11.25823379576557,3,2,2,10,0.17471334813203476,4,0,5,1,4,0,3,5,5,3,7.799234440373205,1
32,5.597790569010895,7.332317782971616,2,2,1,6,0.46853199132296175,0,1,4,9,3,1,7,6,5,3,4.174370472775106,0
33,9.445366259243501,2.3872685461295164,6,4,2,7,0.31593767726942656,2,0,1,5,1,1,4,2,0,4,8.062895901411753,0
44,7.091142368301982,7.398936802208244,4,0,2,10,2.050248396881128,2,0,3,2,4,1,6,8,0,4,9.70638459039073,0
25,6.7683236027899945,9.429819344151175,1,0,7,14,1.8180302212414297,1,0,2,8,0,0,9,6,2,2,8.924325610072424,1
42,4.881974600675354,5.470581902314205,8,0,3,14,1.0780055981617789,0,0,8,4,2,1,6,8,0,2,5.082358030183244,1
34,5.579142439416053,10.678215227356146,9,0,2,8,0.17227043820673504,3,1,8,7,3,1,4,8,3,3,6.215666454000323,1
46,9.267422624072186,8.13551248693101,9,2,9,6,1.9189859521396229,0,0,5,5,1,1,2,1,0,2,7.4478374799045985,1
25,7.66524133268785,10.891738101181227,2,1,4,4,1.7103614553451698,3,0,5,3,2,0,9,7,6,2,4.1437039819256265,1
32,8.51170918726633,7.85855842372071,9,4,3,10,0.3387096331818472,2,1,4,8,1,0,4,2,2,4,8.193142899786572,1
44,6.1804179614735855,2.4441676920530666,7,1,8,9,2.7267291134211424,0,0,1,2,3,1,4,8,1,3,4.932252957524779,0
24,7.411730536193105,4.4066088221570805,5,1,7,13,0.5968491290159716,0,1,1,1,4,1,2,2,5,1,8.621574022903907,0
20,4.738685261202453,3.219744430777026,7,3,6,10,2.2305274564315694,2,0,6,5,0,0,5,4,0,3,3.2926050543345893,1
46,7.938225811984404,10.997091474885485,9,0,7,5,2.6552275876288447,0,0,4,4,3,0,6,2,6,4,1.1024025069954906,1
41,5.993209335923361,9.36440074016231,8,2,4,7,1.7384249720811253,3,1,4,7,2,0,6,7,6,3,6.694195563751375,1
20,6.097818603703219,8.440382058010066,6,0,3,5,0.740546715894754,0,1,3,9,4,0,3,5,5,1,5.067002057438131,1
37,7.545256272038172,4.310629515947839,4,0,6,11,0.9277455528754242,3,1,9,6,1,1,9,9,1,2,1.5384080531580424,0
32,9.553964350282486,3.0244924925523486,1,1,0,10,2.657242601156497,1,0,3,1,4,0,7,5,4,3,5.38851117765768,0
42,3.4480444262603465,9.32096196787803,6,3,5,4,0.8947714691294539,0,1,8,8,4,0,3,8,2,4,2.5171286087936338,1
47,8.773202661429053,6.215737404669876,3,0,7,5,2.238571449951913,3,1,2,2,2,0,4,2,5,4,6.66774246412957,0
31,5.046681772885352,3.4836850736569205,6,4,6,5,2.970495636766216,2,0,4,4,0,0,7,3,0,3,5.005410198804321,0
24,6.107436181544645,7.782841759818026,6,4,1,7,2.9994501580880333,1,0,1,3,4,1,8,6,4,2,2.540122767144567,0
34,3.1533933014250626,1.4436723735229717,4,0,6,6,1.6004392448079943,0,0,5,6,4,1,6,7,4,2,4.707450524908747,1
37,5.107322544840191,4.587872795410789,2,1,5,4,2.4796673903582933,3,1,2,2,0,1,4,8,1,4,3.0943792735972186,0
53,6.518418698410914,6.154126940502481,9,1,4,5,2.9707496037635988,0,0,1,5,0,1,2,3,5,4,6.877871024256232,1
26,3.393232541432073,2.627541675203464,2,2,3,14,1.1240186695259466,3,1,1,9,1,0,8,7,5,1,3.656290366411573,1
55,6.437670105682156,11.831199253499236,3,3,0,12,0.7572287552109176,0,1,2,3,1,1,1,8,3,2,8.398156150461727,1
39,9.48977440200899,3.3000710104857567,1,1,1,4,0.3427000675265496,1,1,5,2,0,1,9,6,3,3,1.1274688494236105,0
19,3.7377525267546368,2.433884430475921,7,2,6,12,0.42269891421937833,1,1,9,2,3,0,8,4,3,4,4.630761788880653,1
41,8.35108509652853,3.2388836127558602,1,4,9,10,2.56066909086199,0,0,6,9,0,1,3,6,5,4,6.55372410029174,0
25,5.867697373631948,9.459672464756967,9,4,2,5,1.766169270921222,0,0,4,6,1,1,4,9,5,4,1.2034745600424666,1
28,7.586216001670366,5.6805622519902705,1,4,4,5,2.6211275261774576,4,1,3,2,2,1,4,3,3,4,2.942577122716492,0
30,4.821656185896606,7.219575337277918,5,0,7,8,2.368365267096505,0,1,8,3,2,0,2,2,2,2,3.946779635765139,1
34,4.116445837789508,1.2311007268499683,7,3,7,8,2.021233890144053,0,0,3,1,4,0,5,5,6,4,1.1966009912410982,1
25,4.123238299898585,1.3787443943064601,3,2,5,7,1.827936575720582,1,0,1,2,2,0,3,7,6,2,5.920216343656034,1
38,3.4934436195020124,5.9040810480971775,9,3,4,13,0.14501671253427884,0,1,4,2,1,1,1,3,6,1,6.677815501760347,1
35,4.299526934308702,9.983207675217859,8,0,1,13,2.6168255880095765,2,1,5,2,2,0,2,5,0,1,3.047700266317296,1
47,7.649535694922778,10.737627665783217,3,2,8,6,1.2535261850391428,0,1,5,7,3,0,7,4,0,3,5.8913445459554055,1
35,9.171834282904555,1.9537722435520424,5,2,0,7,1.679360571214176,4,1,5,3,0,1,1,7,2,4,9.992142002417475,0
48,8.698879799138133,6.921994123111251,7,1,1,13,0.06586050563106216,3,1,8,4,0,0,2,2,1,3,8.982273589725878,0
55,7.795940169121389,11.045526549071976,4,3,0,7,2.808220505588361,1,0,8,2,1,1,7,7,6,2,1.5279474844044088,1
49,3.7730230438777186,5.2677002983767505,5,3,3,5,2.7082213832760043,2,1,4,5,4,1,1,2,6,3,2.1509421797469273,1
28,5.024312124071649,10.125224145712055,3,1,3,8,1.6298340897543167,3,0,9,9,0,0,7,3,0,3,5.449629892143944,1
42,5.168648127257283,2.470652198393798,9,4,4,8,1.7319348995050723,2,1,1,9,2,1,8,5,5,4,3.2068100337824346,1
50,4.749698624783349,11.289339386345786,9,0,4,8,2.115051637210466,1,0,5,7,3,1,2,7,4,2,1.7287231345914782,1
55,6.605039617968062,9.265656492844329,7,3,7,14,0.7940846893084502,4,1,5,8,4,1,4,6,5,2,3.2909904347114693,1
58,6.748876704157708,11.354678320655918,2,1,2,14,0.6657468681399077,1,0,5,5,4,0,7,7,0,4,1.550602879064223,1
25,5.498201826197771,8.442789569077572,7,2,5,13,2.0220688398048985,2,0,8,5,4,1,1,6,2,2,5.76921197904084,1
28,5.476524111155053,4.9974432519936975,7,1,2,4,0.3132673384767245,2,1,9,3,0,0,6,1,1,1,5.412250933035719,0
39,8.799889185342568,11.319992897771947,5,4,1,9,1.3621860141701423,1,1,3,6,4,0,5,5,0,4,1.0569353820053515,1
41,8.5250499382378,4.031234539400963,9,0,7,14,1.47828127199727,0,0,9,1,1,1,6,1,2,4,5.342647560795363,1
58,5.154570821765219,4.653897742679058,3,4,0,5,1.144010930745504,1,0,8,3,2,1,8,7,4,4,5.678246325348918,0
34,9.396519107112816,8.708892598019144,4,2,8,10,0.555804527093204,4,0,3,2,3,1,1,4,3,1,6.45133366910439,1
29,9.669705119017543,9.41847929477925,1,2,6,7,1.065948792976064,1,1,2,7,2,1,3,5,4,2,9.73089751965854,1
49,5.287197794210286,11.223438322340693,6,2,9,8,1.01267176068135,3,0,4,9,1,1,9,1,4,1,9.844231843468004,1
32,5.480974641551384,3.2528264996183047,4,2,3,8,1.497797023946251,0,1,2,4,1,0,8,8,6,1,5.7423637960374,0
33,6.539439073953712,9.777978387411464,1,1,2,8,2.0240425247355582,3,1,4,7,2,0,4,4,1,1,8.606680278488042,1
39,9.587845687735715,9.124006587366598,2,2,5,5,2.9047053705785117,1,1,5,8,0,1,9,3,0,3,1.766491929912783,1
45,9.134236031996181,1.7017401187895764,3,2,8,8,0.4324897805229847,0,1,2,2,1,0,7,1,3,2,5.7803916018706785,0
37,3.7179757380851286,5.259454553312277,9,1,8,6,2.6190513298232454,3,1,8,7,4,0,2,4,2,2,7.110100533015655,1
50,5.7491152028999135,4.1104200276610845,8,2,3,7,0.8525340011707873,3,1,1,3,3,0,1,3,3,4,6.082559376125936,1
27,6.873598328248403,4.349394667894334,7,4,9,5,1.774118310004217,0,0,3,8,3,1,1,8,0,4,3.0764889500876653,0
57,6.52192730786078,11.81241567510171,4,4,4,7,1.6402108439516043,0,0,7,6,1,0,3,9,1,3,1.5639218767414986,1
49,4.3570414755582485,8.070551548279207,1,3,8,12,1.6708452558847888,2,1,1,3,4,0,2,5,0,1,4.480023561176706,1
50,9.011717398177083,8.894437735728495,8,4,1,11,2.170075835156439,0,0,2,8,2,0,4,9,2,4,6.828782480080829,1
19,7.738585480977862,11.7427940104651,4,0,1,14,1.1450649172469878,1,0,3,3,3,1,8,1,3,2,9.925417662900058,1
50,8.865358623962624,5.149219607034025,3,0,4,6,0.9572998897105669,4,1,2,9,4,0,5,7,4,4,3.128801062455516,0
50,9.011349955446306,9.820241852980866,9,0,0,4,2.5585037195564317,2,0,2,3,4,1,5,7,0,1,9.260109187402454,1
58,8.238490975660177,5.779840596349449,4,1,7,4,0.6602851208228109,0,1,6,1,0,0,6,6,5,3,1.614352595727376,0
30,6.074474208748022,10.564870389964778,4,4,4,9,0.5407381119334292,4,1,7,2,1,1,5,4,1,1,9.378903465315805,1
47,7.273827285107972,2.987232954424335,9,0,9,6,0.04682230996578263,2,1,6,4,4,0,5,9,1,4,8.491300910830269,1
50,4.1225578428382015,11.424547947707076,2,3,1,7,0.6317333460875603,1,1,6,2,2,1,7,3,3,3,1.1885081745866315,1
30,7.715517922324354,3.4064887925196765,5,1,8,4,1.555594299950125,4,0,9,4,3,0,6,1,4,3,3.6836683667979817,0
43,4.2547727901749655,4.588425576790247,4,3,1,11,1.6155266190423405,0,0,8,4,0,1,2,2,2,1,1.4586098831068017,1
39,7.857647133571097,9.318114575174585,9,4,6,4,0.763261473586603,0,1,8,4,2,1,1,3,4,4,9.959552843766035,1
56,4.607187125277781,5.331306557219474,5,2,7,8,0.21682251012359954,1,0,6,1,3,0,1,2,3,1,4.850596041253986,1
19,3.82285910105154,7.690325144430913,9,3,5,9,2.2339223890356186,2,1,5,9,1,0,4,6,4,4,6.959561676495737,1
55,4.1569914310007015,5.890308511763713,9,2,6,5,2.273926045686899,4,1,9,7,2,1,2,7,3,4,3.1077151734014814,1
56,3.013944946533492,9.1660693079876,2,1,0,10,2.9935091888746843,1,0,2,2,3,1,6,5,4,2,9.403626148007966,1
43,8.031177324974712,3.5116437760547194,9,3,3,10,2.700088711604153,2,0,7,3,0,0,9,5,0,3,3.467566796855245,1
32,8.126807343408654,1.6430378596056472,3,3,6,4,2.7781861935529273,3,1,6,8,3,1,8,7,1,4,3.3419314657206867,0
51,6.604533449392816,4.299223372203729,4,1,0,7,2.394611477231826,3,0,7,7,4,0,4,6,3,1,3.831400863472176,0
59,4.129539607387686,6.217395313552733,1,1,0,7,1.8465085601474973,2,1,4,4,0,0,2,8,3,1,5.162402481856358,1
57,3.584880362574828,2.8482205741194644,1,0,5,8,0.38563787281353146,0,1,9,4,2,1,1,9,1,2,1.1667945360673992,1
28,3.133902765061009,4.902770186220275,1,4,3,4,1.866939892367633,0,0,7,9,1,0,7,2,5,2,6.3805375011527605,1
20,4.160237238756545,5.399813201229254,9,3,2,4,0.1678675812438799,3,1,2,5,0,1,3,2,5,2,1.2849921742666433,1
23,9.235988744882027,1.6313102805710091,8,3,4,10,2.655897333813577,0,0,4,5,0,0,6,1,2,3,5.852822389656338,1
26,4.6907578919117725,7.41637973002625,5,1,8,12,1.4454640062425925,0,1,5,7,0,0,5,7,3,2,5.120964119639008,1
23,5.4798992905205095,10.727777707684163,5,1,9,4,2.092418495927401,2,1,2,1,3,0,5,4,0,3,3.182923523227692,1
26,3.7374183913693324,2.6691720424835768,9,4,9,5,0.156730991087892,2,1,8,3,4,0,2,9,4,2,3.9679121545374403,1
56,4.556529133237192,7.575888147416654,3,1,9,9,1.602745268768476,0,1,1,2,1,0,9,6,0,3,7.350938301202027,1
48,6.634571995461435,8.31213125401931,3,2,2,9,0.9037901935600876,2,1,3,6,1,0,4,7,3,4,1.0863776788425672,1
49,7.254268781669568,5.612681484612172,7,2,4,5,0.854904797211737,4,0,1,6,4,0,1,7,2,2,3.8498242422318376,0
58,4.717466199163478,8.71207346100697,9,2,9,12,1.1689677441095476,3,1,5,1,3,0,2,8,3,3,7.122675287483806,1
29,3.4041251145758205,5.518046978401133,6,2,4,7,0.001918382581604705,4,0,8,6,3,0,9,4,2,4,2.3704647886229506,1
25,5.737230083891791,6.551010167751784,2,4,8,10,1.3999826451605206,4,0,7,2,4,0,7,3,1,2,6.04347088767493,0
25,4.639423596484339,1.0808834900986968,1,3,9,9,1.459700050823815,0,0,9,4,4,0,2,3,4,4,2.5203963563444143,1
45,4.536877462608613,8.608921255481576,2,2,3,14,2.5893927475171923,0,1,2,6,2,0,7,8,0,2,2.3928568917129964,1
37,9.719039618994188,8.27476946839197,1,1,0,14,1.3455768236474472,4,0,8,3,3,1,4,3,2,1,7.950520861513812,1
24,7.314103401480068,1.42240965058979,9,2,9,6,1.0906688816030186,4,0,8,3,0,1,2,8,0,3,3.3987281797102393,1
28,6.8981491022046715,5.050751181346464,8,4,4,11,2.98424115408739,1,0,6,3,1,0,4,2,6,1,4.381922070572747,1
37,5.910425724663254,11.769350248708342,7,1,0,10,1.713639973807489,1,1,3,4,3,0,5,5,1,3,7.5701625906247285,1
33,6.00261033401101,5.628102188254784,3,2,5,12,1.4178396259024184,3,1,2,9,4,1,4,5,3,1,2.615676404886787,0
21,6.786335026866565,6.521399456450259,8,3,9,6,1.4878075036451381,4,1,8,4,0,0,3,7,2,2,5.785633191995719,1
23,7.8750086492527505,11.009231739756904,2,1,9,4,2.4275438925264154,2,1,6,4,2,0,6,5,4,1,9.260376973881968,1
39,7.915022673272806,8.88988063452332,2,1,6,5,1.0220291069104825,1,0,4,4,2,0,1,9,6,2,5.984441374406398,1
43,4.201857353938147,7.4027714423664595,3,3,0,14,1.167481388057837,0,1,5,7,0,1,8,3,2,3,1.4396118996108649,1
20,6.5007892645363885,9.775851494751798,7,1,9,4,2.267620078012396,4,0,5,5,0,0,5,9,5,2,6.307275472093996,1
58,5.883706665238714,10.508028931015705,1,2,3,14,0.21895121884130841,2,1,9,2,4,1,8,1,3,1,1.8113805956295805,1
59,9.09368876388569,6.025768789109936,8,1,8,8,2.595507474429776,2,0,9,7,4,1,4,3,3,4,3.5391208638995475,1
31,7.419932448528635,6.22619201425019,7,2,0,13,1.2906080894039098,2,1,8,3,1,0,4,4,4,3,8.647075948091603,0
28,6.727528464911872,5.2465602921701935,4,3,8,5,1.7438789265169452,0,1,8,1,1,1,5,6,4,4,1.0996221526175614,0
35,3.8077624952524216,11.633767540203067,5,0,7,6,2.2724284777795054,1,1,2,9,2,1,5,8,1,4,1.6931197779815947,1
29,7.2394652252638805,8.668828797193854,1,3,4,11,0.7981557673180345,2,1,3,5,0,1,6,7,6,4,4.2702771581233385,1
40,3.820427339761634,1.9154537282887953,4,2,5,13,2.6709426249619534,1,0,8,1,2,0,5,8,6,4,9.994562919094145,1
29,5.360446028960265,10.492555856443204,1,4,6,8,2.9376749167698324,3,1,5,1,4,0,5,6,0,4,3.6267751546465887,1
30,3.999893753700323,6.2861593491989485,1,3,3,7,1.4828230842183738,0,1,7,1,3,1,8,6,2,1,2.415471568624281,1
42,7.844515529170582,1.7562929706473622,1,4,5,8,2.81081209509802,1,1,8,9,4,0,6,6,1,2,5.94479919563424,0
36,4.443764796853069,7.046889806796422,7,4,6,13,0.0033858675809482763,1,0,6,8,3,1,2,3,0,2,5.6732951941336305,1
53,5.7430156123161815,5.588807068732723,7,2,5,9,2.682713488906585,2,1,5,6,0,0,4,4,6,4,5.046576295859538,0
25,9.26972344333145,10.655243453488874,4,2,5,10,0.9331359592539167,2,1,8,6,0,0,4,6,1,1,9.519883768386538,1
46,4.4302146837927925,3.2439406397032613,2,0,1,12,0.9344862741828058,0,0,1,6,0,1,5,7,5,4,3.5213443385546688,1
49,6.554635447711454,10.091110704414012,3,1,4,4,0.6842665943098182,1,0,1,4,1,0,6,3,4,4,3.6399180633576957,1
35,5.934901628162153,7.13457560303998,8,3,2,7,0.9510417034527057,4,0,1,5,1,1,5,4,4,3,2.2623127424837572,1
23,3.126868287320108,1.6007133353481595,8,2,6,12,0.6404537510959053,2,1,3,3,3,0,6,6,3,1,7.275592161245578,1
35,8.54930679500969,11.690298314580332,6,3,3,8,2.7176073189299155,2,0,6,3,2,1,8,1,2,4,3.8923252397248445,1
36,3.483321344202198,6.638767685135199,9,4,0,11,2.697071181640099,3,1,6,7,2,0,4,7,2,2,8.224662637410873,1
39,6.319785146838675,4.199645396547408,9,1,5,4,0.30663394476186756,0,0,5,5,3,1,3,1,2,3,9.745820896356282,1
54,6.92474806457265,6.163475261881839,4,0,5,7,0.4285752865994774,1,1,7,8,1,0,9,9,1,4,1.3931671779153278,0
49,7.398985196302109,10.436435618692379,1,3,6,12,2.5860559170319997,1,0,5,5,4,0,3,9,1,4,9.938097010523123,1
58,7.820421405155129,4.353934368235699,1,1,7,4,1.1968133126182379,1,0,2,4,3,1,8,9,2,4,3.2869380372137598,0
20,4.772906684659006,3.1194403613537034,5,0,2,4,0.5078150320178348,2,0,4,3,2,0,5,4,3,1,4.7809932152907475,1
45,3.0698514366091456,2.419783716239696,2,3,5,7,1.5320082073097017,0,1,1,2,3,1,9,2,0,4,7.9996901904342295,1
27,8.064105636484385,4.276453382292324,6,1,9,6,1.250004149760285,1,0,7,3,3,0,3,7,5,2,6.98798027925392,0
52,6.74959619543305,9.580528957440478,7,2,1,10,0.6574846612138956,4,1,4,7,0,1,8,4,1,3,8.005932287513861,1
46,8.852823922450742,6.187890017147879,1,3,8,14,2.162256654832903,3,0,4,8,1,1,7,5,2,1,5.1969881414697285,0
32,8.74971854030486,3.5022976406289397,6,1,1,6,1.8938679369981926,3,0,4,5,0,1,7,1,4,3,9.244603707155772,0
50,8.903283174515181,2.8280349957072413,8,0,2,4,0.2989848406663217,1,0,3,1,1,1,9,6,1,2,8.109467248645991,1
24,6.395662619856781,4.66002424161417,5,1,9,14,2.7761601429760274,2,1,8,3,3,1,8,7,0,4,3.7830517789030846,0
29,5.33539877085806,11.339168101742798,7,2,1,13,1.6754098971902074,3,1,4,4,1,1,3,3,1,1,9.53632199213884,1
47,8.54090741813959,4.773293838490268,6,3,8,5,0.7506134611906254,3,1,8,4,2,1,6,2,0,4,9.64948774083719,0
38,6.159058791204784,11.869364835500988,4,3,0,13,0.6188754452170905,3,0,9,1,0,1,6,7,0,1,4.735482001810698,1
48,4.284095374824042,6.337535013418918,7,3,4,7,0.40784394411660463,3,1,1,9,3,0,5,1,1,4,6.867644391888316,1
41,8.98481813693032,2.9708031011916596,9,2,0,4,1.2739122191710521,1,1,4,4,2,0,3,2,0,2,8.332916816925131,1
37,9.17791913740643,10.802541009728603,7,0,4,4,0.4066230392725103,0,0,6,2,1,0,9,3,1,2,8.355706451843025,1
54,6.264168292981191,6.063909104483096,5,3,7,11,1.2474492377856785,0,0,8,9,1,0,7,4,1,4,1.1271119022168166,0
21,3.529898091168512,8.80638477854977,7,0,7,10,0.44631128470235304,2,1,6,4,2,1,4,5,3,2,6.6611226974188735,1
45,5.714782629418519,11.82082741530067,3,1,7,11,1.970422564571668,4,1,6,4,1,1,6,4,4,4,9.763293677055454,1
37,8.624763616238223,1.551928853519714,2,0,1,7,2.355726065059075,0,0,4,6,0,0,5,3,5,1,3.0821243301655405,0
41,9.3124181998236,2.0636401576632384,5,0,7,9,1.648568242568276,4,1,9,8,4,0,1,1,0,2,8.160479732592448,0
49,4.42430919748317,8.925024156090318,4,3,4,6,2.040170624564692,0,0,7,5,1,1,2,7,1,1,5.808228589692842,1
58,3.468815284176901,4.1000750362501925,5,4,0,14,2.8151362112521827,0,0,6,8,3,0,1,6,0,4,2.993231900250204,1
53,9.141453171929872,3.0273153664510897,8,4,6,11,1.9151145887118235,2,1,1,1,1,1,9,2,1,1,1.4593417667559643,1
51,5.725834572852127,1.4329806780170244,4,2,5,7,1.0924745945516479,3,1,2,4,3,0,9,2,5,3,7.839295399153069,0
53,6.792326749872943,1.2403138318482199,9,2,4,6,1.3484404760247466,2,0,6,1,1,1,5,3,6,4,3.848233145723443,1
19,9.776460684355312,9.5193416343177,7,4,0,7,2.581575678216111,0,1,1,3,1,1,8,8,1,2,4.3802742525859415,1
32,3.46595309539956,2.47876770106505,7,1,0,9,0.3921609568502892,3,0,5,7,3,0,4,8,1,2,5.3670794792411,1
51,7.538226052164669,6.144926775682659,8,3,5,14,0.977211067351298,3,1,1,1,0,0,1,8,4,3,5.564754126741774,1
53,3.5187379580240696,7.664864966974314,6,3,9,10,1.7318402069114525,3,0,3,5,4,1,4,7,0,4,2.8556701927336996,1
23,5.628282499265502,5.711869806257309,8,1,6,10,2.029168708225303,4,1,7,1,4,0,7,2,4,4,7.035777911696238,1
56,8.626701816354128,1.2981731756985642,3,1,9,7,2.2904972262951158,0,1,5,6,0,0,2,1,4,4,7.232859819602862,0
59,6.034305629289441,9.618516528466998,1,4,9,11,0.9546203879882614,1,0,1,9,1,1,2,6,6,4,2.2807083204931913,1
29,9.980276477320654,1.1156454699581884,6,2,0,10,0.4375774020274509,2,1,1,3,4,0,6,8,6,1,5.796185859213232,0
20,6.913414994626216,9.380788838152323,1,1,8,5,2.864517629029679,4,0,8,6,0,0,9,1,4,4,6.483334134045638,1
35,5.248135068451674,10.82634943166935,9,2,3,11,0.22917665139611842,2,1,9,4,0,1,3,3,4,1,2.6762638906026313,1
57,4.540779281333272,5.761239131628895,2,0,4,12,0.2874160673606563,1,1,7,6,4,1,7,1,3,1,9.050159138763833,1
38,5.453643740003132,6.89096720407578,2,3,1,8,1.4848276257059065,3,1,3,2,3,1,9,9,0,2,5.345432750577595,0
32,5.607732916316856,6.246817318794191,7,4,9,7,2.457813084430795,1,1,6,4,2,0,9,7,0,4,2.0352552189941546,0
50,3.4809957440677266,5.2812948048578265,2,3,7,7,2.3235123190659803,2,0,3,7,3,1,4,8,1,1,4.009565598590753,1
52,5.587019395987412,10.761669889073962,8,4,1,7,2.8130977985822754,1,0,4,6,1,0,2,9,0,4,5.292644034471885,1
43,6.249669638174574,10.833268617369896,6,0,2,9,0.42480772683896517,0,1,4,9,3,0,1,3,5,3,1.0912973777263355,1
25,8.059164265671633,4.69398001105688,7,3,8,14,1.127181771187308,1,0,3,7,2,0,6,2,4,1,1.2871888812772665,0
53,7.597106393051256,7.7657672941616775,7,0,1,7,0.8464263861651302,0,0,6,1,2,0,5,6,2,2,1.4996853577955613,0
47,7.96135958660408,11.195983183604506,6,4,5,10,2.5826103706640158,1,1,5,6,0,1,6,5,6,4,5.843217033094899,1
40,3.0585457731379995,11.582643488354867,9,1,3,10,1.465063860843601,0,0,9,3,1,0,7,4,0,2,4.024793766137691,1
59,4.523671797063752,6.598549444642523,9,3,6,8,0.08054380324699906,0,0,9,8,0,0,9,6,6,1,9.037936432503995,1
31,7.631790018798996,5.981072858127595,7,0,5,8,2.12389322051519,1,1,3,1,3,0,6,6,6,1,6.033104850960049,0
31,6.38792557725823,4.065637475213784,9,3,9,13,1.1660942934798078,4,1,9,2,3,1,6,3,2,2,7.8390669593882,1
19,3.037194329678422,11.54759060509451,3,3,8,11,1.593440290113037,3,1,3,3,4,1,3,2,6,4,7.184198590795651,1
